_sentence,_receivers,sentence_id,time,latitude,longitude, altitude ,speed,Speed,Speed,heading,satellites,battery,Battery,gps_sentances,image_id,ssdv_packet_count,,,
"$$KEW02,456,12:59:03,52.203644,-0.529803,21537,3936,100,16,2633,667,724,170*2CCB","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",456,12:59:03,52.203644,-0.529803," 21,537 ",3936,39.36,39.938,100,16,2.63,26.3,667,724,170,,,
"$$KEW02,457,12:59:09,52.203674,-0.528077,21555,4225,89,16,2633,701,724,180*4AF7","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH",457,12:59:09,52.203674,-0.528077," 21,555 ",4225,42.25,39.964,89,16,2.63,26.3,701,724,180,,,
"$$KEW02,458,12:59:16,52.203773,-0.526044,21581,3949,80,16,2633,739,724,190*3F3A","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",458,12:59:16,52.203773,-0.526044," 21,581 ",3949,39.49,39.602,80,16,2.63,26.3,739,724,190,,,
"$$KEW02,459,12:59:23,52.203903,-0.524032,21606,3755,88,16,2633,779,724,200*5C0B","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",459,12:59:23,52.203903,-0.524032," 21,606 ",3755,37.55,39.828,88,16,2.63,26.3,779,724,200,,,
"$$KEW02,460,12:59:29,52.204094,-0.522282,21626,4049,79,16,2628,822,724,210*EA70","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",460,12:59:29,52.204094,-0.522282," 21,626 ",4049,40.49,39.634,79,16,2.63,26.3,822,724,210,,,
"$$KEW02,461,12:59:35,52.204258,-0.520519,21640,3839,82,16,2633,862,724,220*8D26","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G6GZH,g8fjg-5pi",461,12:59:35,52.204258,-0.520519," 21,640 ",3839,38.39,38.862,82,16,2.63,26.3,862,724,220,,,
"$$KEW02,462,12:59:42,52.204517,-0.518502,21671,3839,82,16,2603,899,724,230*6F7A","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",462,12:59:42,52.204517,-0.518502," 21,671 ",3839,38.39,38.876,82,16,2.6,26,899,724,230,,,
"$$KEW02,463,12:59:49,52.204838,-0.516489,21699,3956,66,16,2633,936,724,240*8FF2","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",463,12:59:49,52.204838,-0.516489," 21,699 ",3956,39.56,39.722,66,16,2.63,26.3,936,724,240,,,
"$$KEW02,464,12:59:56,52.205143,-0.514368,21726,4178,72,16,2623,974,724,250*1F44","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",464,12:59:56,52.205143,-0.514368," 21,726 ",4178,41.78,39.544,72,16,2.62,26.2,974,724,250,,,
"$$KEW02,465,13:00:02,52.205418,-0.512518,21750,3960,67,16,2633,1014,724,260*B583","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,M0XBC_LoRa,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",465,13:00:02,52.205418,-0.512518," 21,750 ",3960,39.6,40.342,67,16,2.63,26.3,1014,724,260,,,
"$$KEW02,466,13:00:09,52.205753,-0.510223,21778,4238,70,16,2633,1058,724,270*B984","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,BUZZ_LORA1,G6GZH,G8KNN",466,13:00:09,52.205753,-0.510223," 21,778 ",4238,42.38,41.14,70,16,2.63,26.3,1058,724,270,,,
"$$KEW02,467,13:00:15,52.206039,-0.508308,21801,4238,70,17,2588,1096,724,280*9749","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,BUZZ_LORA1,G7PMO_PiRx,G6GZH,G8KNN",467,13:00:15,52.206039,-0.508308," 21,801 ",4238,42.38,41.704,70,17,2.59,25.9,1096,724,280,,,
"$$KEW02,468,13:00:22,52.206299,-0.505991,21825,4238,70,17,2633,1131,724,290*D01F","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,M0XBC_LoRa",468,13:00:22,52.206299,-0.505991," 21,825 ",4238,42.38,41.982,70,17,2.63,26.3,1131,724,290,,,
"$$KEW02,469,13:00:28,52.206554,-0.504022,21849,4317,86,17,2633,1170,724,300*D203","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH,M0XBC_LoRa",469,13:00:28,52.206554,-0.504022," 21,849 ",4317,43.17,42.696,86,17,2.63,26.3,1170,724,300,,,
"$$KEW02,470,13:00:52,52.207413,-0.495871,21944,0,0,17,2554,9,725,0*9A2D","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G6GZH,g8fjg-5pi,M0XBC_LoRa",470,13:00:52,52.207413,-0.495871," 21,944 ",0,43.17,42.854,0,17,2.55,25.5,9,725,0,,,
"$$KEW02,471,13:01:23,52.207939,-0.484866,22048,0,0,13,2574,57,725,10*2414","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",471,13:01:23,52.207939,-0.484866," 22,048 ",0,43.17,42.554,0,13,2.57,25.7,57,725,10,,,
"$$KEW02,472,13:01:53,52.207916,-0.474432,22164,4088,93,17,2608,99,725,20*05B6","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx,G6GZH,G8KNN",472,13:01:53,52.207916,-0.474432," 22,164 ",4088,40.88,44.262,93,17,2.61,26.1,99,725,20,,,
"$$KEW02,473,13:02:22,52.208080,-0.463187,22271,5092,91,15,2549,137,725,30*BFC5","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G6GZH,M0XBC_LoRa",473,13:02:22,52.20808,-0.463187," 22,271 ",5092,50.92,46.848,91,15,2.55,25.5,137,725,30,,,
"$$KEW02,474,13:02:52,52.207790,-0.451303,22404,5610,91,14,2559,172,725,40*840C","PE1ANS-L,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH,M0XBC_LoRa",474,13:02:52,52.20779,-0.451303," 22,404 ",5610,56.1,49.296,91,14,2.56,25.6,172,725,40,,,
"$$KEW02,475,13:03:17,52.207474,-0.440765,22479,5541,92,15,2583,208,725,50*ABC6","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,M0XBC_LoRa",475,13:03:17,52.207474,-0.440765," 22,479 ",5541,55.41,52.066,92,15,2.58,25.8,208,725,50,,,
"$$KEW02,476,13:03:49,52.207634,-0.427415,22548,5702,84,13,2495,245,725,60*695D","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",476,13:03:49,52.207634,-0.427415," 22,548 ",5702,57.02,54.33,84,13,2.5,25,245,725,60,,,
"$$KEW02,477,13:04:13,52.207710,-0.417444,22612,5220,90,16,2633,279,725,70*5B9F","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx,G6GZH,G8KNN",477,13:04:13,52.20771,-0.417444," 22,612 ",5220,52.2,54.718,90,16,2.63,26.3,279,725,70,,,
"$$KEW02,478,13:04:49,52.208107,-0.402032,22699,5286,90,14,2574,320,725,80*C58D","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G6GZH,M0XBC_LoRa",478,13:04:49,52.208107,-0.402032," 22,699 ",5286,52.86,54.864,90,14,2.57,25.7,320,725,80,,,
"$$KEW02,479,13:05:16,52.208088,-0.391048,22769,5683,84,16,2579,356,725,90*3035","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G6GZH,M0XBC_LoRa",479,13:05:16,52.208088,-0.391048," 22,769 ",5683,56.83,53.6,84,16,2.58,25.8,356,725,90,,,
"$$KEW02,480,13:05:46,52.208202,-0.379152,22825,4909,92,16,2529,393,725,100*E51E","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G6GZH,G8KNN",480,13:05:46,52.208202,-0.379152," 22,825 ",4909,49.09,52.252,92,16,2.53,25.3,393,725,100,,,
"$$KEW02,481,13:06:22,52.207539,-0.366101,23010,5028,95,14,2564,431,725,110*8D05","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,BUZZ_LORA1,G6GZH",481,13:06:22,52.207539,-0.366101," 23,010 ",5028,50.28,49.386,95,14,2.56,25.6,431,725,110,,,
"$$KEW02,482,13:06:52,52.206738,-0.356861,23119,3787,97,16,2525,469,725,120*402B","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,G6GZH,G8KNN",482,13:06:52,52.206738,-0.356861," 23,119 ",3787,37.87,47.614,97,16,2.52,25.2,469,725,120,,,
"$$KEW02,483,13:07:22,52.206291,-0.347515,23240,4400,94,16,2544,507,725,130*6775","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,PC4L-L,G8KNN,G6GZH,M0XBC_LoRa",483,13:07:22,52.206291,-0.347515," 23,240 ",4400,44,45.568,94,16,2.54,25.4,507,725,130,,,
"$$KEW02,484,13:07:52,52.206329,-0.337599,23343,4660,89,16,2569,546,725,140*6DAB","PE1ANS-L,PA3DJR-LoRa,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,G7PMO_PiRx,G6GZH,G8KNN",484,13:07:52,52.206329,-0.337599," 23,343 ",4660,46.6,45.586,89,16,2.57,25.7,546,725,140,,,
"$$KEW02,485,13:08:22,52.206684,-0.326548,23440,4918,84,16,2608,585,725,150*46EE","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,G8HIK,PC4L-L,G8KNN,G6GZH,M0XBC_LoRa",485,13:08:22,52.206684,-0.326548," 23,440 ",4918,49.18,45.366,84,16,2.61,26.1,585,725,150,,,
"$$KEW02,486,13:09:02,52.207378,-0.310388,23570,0,0,17,2579,13,726,0*E106","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,G8KNN,BUZZ_LORA1,G6GZH,M0XBC_LoRa",486,13:09:02,52.207378,-0.310388," 23,570 ",0,49.18,47.628,0,17,2.58,25.8,13,726,0,,,
"$$KEW02,487,13:09:30,52.207378,-0.310388,23570,0,0,0,2588,63,726,10*2533","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,BUZZ_LORA1,G7PMO_PiRx,G6GZH,G8KNN",487,13:09:30,52.207378,-0.310388," 23,570 ",0,49.18,48.796,0,0,2.59,25.9,63,726,10,,,
"$$KEW02,488,13:09:59,52.208759,-0.287199,23731,4984,92,16,2569,100,726,20*D46C","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G6GZH,G8KNN",488,13:09:59,52.208759,-0.287199," 23,731 ",4984,49.84,50.358,92,16,2.57,25.7,100,726,20,,,
"$$KEW02,489,13:10:26,52.210327,-0.277016,23851,5441,80,17,2569,136,726,30*A437","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,G7PMO/P,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH,M0XBC_LoRa",489,13:10:26,52.210327,-0.277016," 23,851 ",5441,54.41,51.404,80,17,2.57,25.7,136,726,30,,,
"$$KEW02,490,13:10:57,52.212013,-0.264604,23983,5441,80,17,2603,172,726,40*6152","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,G7PMO_PiRx,G6GZH",490,13:10:57,52.212013,-0.264604," 23,983 ",5441,54.41,51.48,80,17,2.6,26,172,726,40,,,
"$$KEW02,491,13:11:26,52.213467,-0.253787,24122,4956,80,16,2554,206,726,50*64E1","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G8HIK,PC4L-L,G8KNN,BUZZ_LORA1,G6GZH,M0XBC_LoRa",491,13:11:26,52.213467,-0.253787," 24,122 ",4956,49.56,51.01,80,16,2.55,25.5,206,726,50,,,
"$$KEW02,492,13:12:02,52.215176,-0.242105,24226,4683,75,15,2588,245,726,60*AF37","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,G7PMO/P,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx,G6GZH,G8KNN",492,13:12:02,52.215176,-0.242105," 24,226 ",4683,46.83,51.604,75,15,2.59,25.9,245,726,60,,,
"$$KEW02,493,13:12:32,52.216511,-0.231441,24360,5281,82,15,2569,282,726,70*0389","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,M0XBC_LoRa",493,13:12:32,52.216511,-0.231441," 24,360 ",5281,52.81,50.288,82,15,2.57,25.7,282,726,70,,,
"$$KEW02,494,13:13:02,52.218216,-0.220332,24435,4783,72,16,2564,319,726,80*DFA2","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,G7PMO_PiRx,G6GZH,M0XBC_LoRa",494,13:13:02,52.218216,-0.220332," 24,435 ",4783,47.83,49.766,72,16,2.56,25.6,319,726,80,,,
"$$KEW02,495,13:13:32,52.220116,-0.208831,24522,5180,74,16,2564,355,726,90*7FC0","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx",495,13:13:32,52.220116,-0.208831," 24,522 ",5180,51.8,52.384,74,16,2.56,25.6,355,726,90,,,
"$$KEW02,496,13:14:14,52.221909,-0.191816,24618,6265,88,17,2623,8,727,0*D4B4","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx,G6GZH,G8KNN",496,13:14:14,52.221909,-0.191816," 24,618 ",6265,62.65,53.986,88,17,2.62,26.2,8,727,0,,,
"$$KEW02,497,13:14:20,52.222076,-0.189349,24627,5484,94,17,2623,39,727,10*9166","PE1ANS-L,PH1M,BUZZ_LORA1,G6GVI_LoRa,PA3DJR-LoRa,PC4L-L,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx,G6GZH,G8KNN",497,13:14:20,52.222076,-0.189349," 24,627 ",5484,54.84,54.942,94,17,2.62,26.2,39,727,10,,,
"$$KEW02,498,13:14:28,52.222351,-0.186008,24651,5759,88,17,2628,79,727,20*6FE4","PE1ANS-L,PA3DJR-LoRa,PE2BZ-preamp,G6GVI_LoRa,PC4L-L,M0XBC_LoRa,BUZZ_LORA1,G7PMO_PiRx,G6GZH,G8KNN",498,13:14:28,52.222351,-0.186008," 24,651 ",5759,57.59,56.548,88,17,2.63,26.3,79,727,20,,,
"$$KEW02,499,13:14:34,52.222637,-0.183509,24667,5586,86,17,2633,117,727,30*22DA","PE1ANS-L,PA3DJR-LoRa,BUZZ_LORA1,G6GVI_LoRa,PC4L-L,G8KNN,PE2BZ-preamp,G7PMO_PiRx,M0XBC_LoRa",499,13:14:34,52.222637,-0.183509," 24,667 ",5586,55.86,52.012,86,17,2.63,26.3,117,727,30,,13:14:34,
"$$KEW02,577,13:23:01,52.225750,-0.123156,7080,2912,344,17,2402,3131,729,190*7D28",G8KNN,577,13:23:01,52.22575,-0.123156," 7,080 ",2912,29.12,45.96,344,17,2.4,24,3131,729,190,,,
"$$KEW02,582,13:23:34,52.228668,-0.123208,6310,3239,325,17,2417,3329,729,240*70C9",G8KNN,582,13:23:34,52.228668,-0.123208," 6,310 ",3239,32.39,41.47,325,17,2.42,24.2,3329,729,240,,,
"$$KEW02,583,13:23:41,52.229248,-0.123536,6179,3239,325,17,2422,3368,729,250*41E1",G8KNN,583,13:23:41,52.229248,-0.123536," 6,179 ",3239,32.39,33.99,325,17,2.42,24.2,3368,729,250,,,
"$$KEW02,584,13:23:47,52.229748,-0.123891,6076,2019,333,17,2426,3403,729,260*6313",G8KNN,584,13:23:47,52.229748,-0.123891," 6,076 ",2019,20.19,27.166,333,17,2.43,24.3,3403,729,260,,,
"$$KEW02,585,13:23:54,52.230373,-0.124361,5916,2174,336,17,2431,3442,729,270*3218","G7PMO/P,G8KNN",585,13:23:54,52.230373,-0.124361," 5,916 ",2174,21.74,25.354,336,17,2.43,24.3,3442,729,270,,,
"$$KEW02,586,13:24:00,52.230923,-0.124765,5816,2006,340,17,2426,3482,729,280*FCF6","G7PMO/P,G8KNN",586,13:24:00,52.230923,-0.124765," 5,816 ",2006,20.06,22.602,340,17,2.43,24.3,3482,729,280,,,
"$$KEW02,587,13:24:07,52.231518,-0.125151,5657,1863,340,17,2446,3519,729,290*BE57","G7PMO/P,G8KNN",587,13:24:07,52.231518,-0.125151," 5,657 ",1863,18.63,20.114,340,17,2.45,24.5,3519,729,290,,,
"$$KEW02,588,13:24:14,52.232136,-0.125447,5522,1995,342,17,2456,3559,729,300*DDED","G7PMO/P,G8KNN",588,13:24:14,52.232136,-0.125447," 5,522 ",1995,19.95,20.066,342,17,2.46,24.6,3559,729,300,,,
"$$KEW02,589,13:24:14,52.232136,-0.125447,5522,1995,342,17,2466,3563,730,0*830D","G7PMO/P,G8KNN",589,13:24:14,52.232136,-0.125447," 5,522 ",1995,19.95,19.708,342,17,2.47,24.7,3563,730,0,,,
"$$KEW02,590,13:24:23,52.232738,-0.125486,5351,1995,342,17,2446,3603,730,10*F211","G7PMO/P,G7PMO_PiRx,G8KNN",590,13:24:23,52.232738,-0.125486," 5,351 ",1995,19.95,19.686,342,17,2.45,24.5,3603,730,10,,,
"$$KEW02,591,13:24:30,52.233101,-0.125522,5220,1995,342,17,2466,3643,730,20*1D6D","BUZZ_LORA1,G7PMO_PiRx,G7PMO/P,G6GZH,G8KNN",591,13:24:30,52.233101,-0.125522," 5,220 ",1995,19.95,18.116,342,17,2.47,24.7,3643,730,20,,,
"$$KEW02,592,13:24:36,52.233364,-0.125552,5146,1078,350,17,2475,3685,730,30*25C0","BUZZ_LORA1,G6GVI_LoRa,G7PMO/P,G8KNN,G7PMO_PiRx,G6GZH",592,13:24:36,52.233364,-0.125552," 5,146 ",1078,10.78,16.598,350,17,2.48,24.8,3685,730,30,,,
"$$KEW02,593,13:24:40,52.233566,-0.125655,5146,1236,334,17,2475,3721,730,40*DB7B","BUZZ_LORA1,G7PMO_PiRx,G7PMO/P,G8KNN,G6GZH",593,13:24:40,52.233566,-0.125655," 5,146 ",1236,12.36,14.272,334,17,2.48,24.8,3721,730,40,,,
"$$KEW02,594,13:24:50,52.233841,-0.126174,4852,832,295,17,2480,3761,730,50*5375","BUZZ_LORA1,G7PMO/P,G7PMO_PiRx,G8KNN,G6GZH",594,13:24:50,52.233841,-0.126174," 4,852 ",832,8.32,11.946,295,17,2.48,24.8,3761,730,50,,,
"$$KEW02,595,13:24:56,52.233807,-0.126352,4744,832,295,17,2475,3802,730,60*D78E","BUZZ_LORA1,G7PMO/P,G7PMO_PiRx,G6GZH,G8KNN",595,13:24:56,52.233807,-0.126352," 4,744 ",832,8.32,9.62,295,17,2.48,24.8,3802,730,60,,,
"$$KEW02,596,13:25:03,52.233852,-0.126410,4620,832,295,17,2495,3842,730,70*829D","BUZZ_LORA1,G7PMO/P,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",596,13:25:03,52.233852,-0.12641," 4,620 ",832,8.32,9.464,295,17,2.5,25,3842,730,70,,,
"$$KEW02,597,13:25:09,52.234009,-0.126595,4550,1000,318,17,2510,3882,730,80*1076","BUZZ_LORA1,G7PMO/P,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",597,13:25:09,52.234009,-0.126595," 4,550 ",1000,10,9.398,318,17,2.51,25.1,3882,730,80,,,
"$$KEW02,598,13:25:16,52.234249,-0.127030,4394,1203,311,18,2510,3917,730,90*C371","BUZZ_LORA1,G6GZH,G8KNN",598,13:25:16,52.234249,-0.12703," 4,394 ",1203,12.03,8.666,311,18,2.51,25.1,3917,730,90,,,
"$$KEW02,599,13:25:23,52.234348,-0.127360,4273,466,294,18,2520,3958,730,100*8355","BUZZ_LORA1,G7PMO/P,G7PMO_PiRx,G6GZH,G8KNN",599,13:25:23,52.234348,-0.12736," 4,273 ",466,4.66,7.934,294,18,2.52,25.2,3958,730,100,,,
"$$KEW02,600,13:25:29,52.234486,-0.127557,4170,466,316,17,2520,4000,730,110*6BCB","BUZZ_LORA1,G7PMO_PiRx,G7PMO/P,G6GZH,G8KNN",600,13:25:29,52.234486,-0.127557," 4,170 ",466,4.66,8.432,316,17,2.52,25.2,4000,730,110,,,
"$$KEW02,601,13:25:35,52.234638,-0.127999,4152,1081,278,17,2564,4039,730,120*3823","BUZZ_LORA1,G7PMO/P,G7PMO_PiRx,G6GZH,G8KNN",601,13:25:35,52.234638,-0.127999," 4,152 ",1081,10.81,8.594,278,17,2.56,25.6,4039,730,120,,,
"$$KEW02,602,13:25:42,52.234642,-0.128407,3949,1081,278,24,2534,4079,730,130*766C","BUZZ_LORA1,G7PMO/P,G7PMO_PiRx,G8KNN,G6GZH",602,13:25:42,52.234642,-0.128407," 3,949 ",1081,10.81,7.86,278,24,2.53,25.3,4079,730,130,,,
"$$KEW02,603,13:25:48,52.234715,-0.128810,3933,836,278,24,2574,4118,730,140*F17B","BUZZ_LORA1,G7PMO_PiRx,G7PMO/P,G8KNN,G6GZH",603,13:25:48,52.234715,-0.12881," 3,933 ",836,8.36,8.01,278,24,2.57,25.7,4118,730,140,,,
"$$KEW02,604,13:25:55,52.234756,-0.129089,3734,541,274,25,2583,4155,730,150*80CF","BUZZ_LORA1,G7PMO_PiRx,G7PMO/P,G6GZH,G8KNN",604,13:25:55,52.234756,-0.129089," 3,734 ",541,5.41,8.808,274,25,2.58,25.8,4155,730,150,,,
"$$KEW02,605,13:26:02,52.234947,-0.129272,3620,865,333,25,2603,4192,730,160*DD0D","BUZZ_LORA1,G7PMO/P,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",605,13:26:02,52.234947,-0.129272," 3,620 ",865,8.65,7.7,333,25,2.6,26,4192,730,160,,,
"$$KEW02,606,13:26:07,52.235077,-0.129457,3571,527,309,25,2633,4228,730,170*02A6","BUZZ_LORA1,G7PMO/P,G7PMO_PiRx,G8KNN,G6GZH",606,13:26:07,52.235077,-0.129457," 3,571 ",527,5.27,6.592,309,25,2.63,26.3,4228,730,170,,,
"$$KEW02,607,13:26:13,52.235210,-0.129416,3439,527,309,25,2623,4264,730,180*2152","BUZZ_LORA1,G7PMO/P,G7PMO_PiRx,G8KNN,G6GZH",607,13:26:13,52.23521,-0.129416," 3,439 ",527,5.27,5.6,309,25,2.62,26.2,4264,730,180,,,
"$$KEW02,608,13:26:22,52.235401,-0.129381,3291,340,1,25,2633,4305,730,190*9916","BUZZ_LORA1,G7PMO_PiRx,G6GZH,G8KNN",608,13:26:22,52.235401,-0.129381," 3,291 ",340,3.4,6.062,1,25,2.63,26.3,4305,730,190,,,
"$$KEW02,609,13:26:28,52.235523,-0.129406,3209,772,326,25,2633,4343,730,200*1299","BUZZ_LORA1,G7PMO_PiRx,G6GZH,G8KNN",609,13:26:28,52.235523,-0.129406," 3,209 ",772,7.72,6.256,326,25,2.63,26.3,4343,730,200,,,
"$$KEW02,610,13:26:34,52.235680,-0.129713,3128,962,307,25,2642,4378,730,210*4E70","G7PMO_PiRx,G8KNN,G6GZH",610,13:26:34,52.23568,-0.129713," 3,128 ",962,9.62,6.924,307,25,2.64,26.4,4378,730,210,,,
"$$KEW02,611,13:26:42,52.235794,-0.130207,2967,861,285,25,2642,4414,730,220*3E90","G7PMO_PiRx,G8KNN,G6GZH",611,13:26:42,52.235794,-0.130207," 2,967 ",861,8.61,7.704,285,25,2.64,26.4,4414,730,220,,,
"$$KEW02,612,13:26:48,52.235809,-0.130584,2870,917,283,25,2652,4453,730,230*27CE","G7PMO_PiRx,G8KNN,G6GZH",612,13:26:48,52.235809,-0.130584," 2,870 ",917,9.17,7.642,283,25,2.65,26.5,4453,730,230,,,
"$$KEW02,613,13:26:54,52.235760,-0.130854,2822,309,242,25,2667,4496,730,240*06FF","G7PMO_PiRx,G8KNN,G6GZH",613,13:26:54,52.23576,-0.130854," 2,822 ",309,3.09,6.776,242,25,2.67,26.7,4496,730,240,,,
"$$KEW02,614,13:27:01,52.235760,-0.131011,2663,339,286,25,2667,4534,730,250*B493","G7PMO_PiRx,G6GZH,G8KNN",614,13:27:01,52.23576,-0.131011," 2,663 ",339,3.39,5.53,286,25,2.67,26.7,4534,730,250,,,
"$$KEW02,615,13:27:07,52.235775,-0.131251,2567,339,286,25,2696,4572,730,260*BC12","G7PMO_PiRx,G6GZH,G8KNN",615,13:27:07,52.235775,-0.131251," 2,567 ",339,3.39,5.232,286,25,2.7,27,4572,730,260,,,
"$$KEW02,616,13:27:14,52.235714,-0.131556,2567,712,238,25,2696,4609,730,270*975F","G7PMO_PiRx,G6GZH,G8KNN",616,13:27:14,52.235714,-0.131556," 2,567 ",712,7.12,4.554,238,25,2.7,27,4609,730,270,,,
"$$KEW02,617,13:27:20,52.235622,-0.131725,2407,578,196,25,2687,4640,730,280*6F2E","G7PMO_PiRx,G8KNN,G6GZH",617,13:27:20,52.235622,-0.131725," 2,407 ",578,5.78,5.054,196,25,2.69,26.9,4640,730,280,,,
"$$KEW02,618,13:27:28,52.235416,-0.131673,2233,559,159,24,2711,4676,730,290*DFAD","BUZZ_LORA1,G7PMO_PiRx,G8KNN,G6GZH",618,13:27:28,52.235416,-0.131673," 2,233 ",559,5.59,5.494,159,24,2.71,27.1,4676,730,290,,,
"$$KEW02,619,13:27:34,52.235321,-0.131536,2137,559,159,24,2711,4715,730,300*CF9C","BUZZ_LORA1,G7PMO_PiRx,G6GZH,G8KNN",619,13:27:34,52.235321,-0.131536," 2,137 ",559,5.59,5.934,159,24,2.71,27.1,4715,730,300,,,
