_sentence,_receivers,sentence_id,time,latitude,longitude, altitude ,speed,Speed,Speed,heading,satellites,battery,Battery,gps_sentances,image_id,ssdv_packet_count,,,
"$$KEW02,239,11:59:19,52.356297,-1.082858,10892,1030,124,7,2564,856,712,90*DA9A","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,M0XBC_LoRa",239,11:59:19,52.356297,-1.082858," 10,892 ",1030,10.3,8.796,124,7,2.56,25.6,856,712,90,,,
"$$KEW02,240,11:59:26,52.356091,-1.082487,10912,710,128,7,2603,896,712,100*A482","G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",240,11:59:26,52.356091,-1.082487," 10,912 ",710,7.1,8.9,128,7,2.6,26,896,712,100,,,
"$$KEW02,241,11:59:32,52.356010,-1.082236,10939,916,125,7,2618,928,712,110*FC11","G8HIK,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",241,11:59:32,52.35601,-1.082236," 10,939 ",916,9.16,8.926,125,7,2.62,26.2,928,712,110,,,
"$$KEW02,242,11:59:39,52.355747,-1.081952,10970,916,125,7,2554,960,712,120*9D9C","G8HIK,BUZZ_LORA1,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",242,11:59:39,52.355747,-1.081952," 10,970 ",916,9.16,8.976,125,7,2.55,25.5,960,712,120,,,
"$$KEW02,243,11:59:46,52.355412,-1.081727,11016,916,125,7,2618,990,712,130*013B","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",243,11:59:46,52.355412,-1.081727," 11,016 ",916,9.16,8.748,125,7,2.62,26.2,990,712,130,,,
"$$KEW02,244,11:59:52,52.355042,-1.081661,11057,916,125,7,2579,1021,712,140*20A5","BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",244,11:59:52,52.355042,-1.081661," 11,057 ",916,9.16,9.16,125,7,2.58,25.8,1021,712,140,,,
"$$KEW02,245,11:59:59,52.354469,-1.081542,11105,916,125,6,2662,1051,712,150*DD49","G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",245,11:59:59,52.354469,-1.081542," 11,105 ",916,9.16,9.936,125,6,2.66,26.6,1051,712,150,,,
"$$KEW02,246,12:00:05,52.353989,-1.081504,11165,1304,143,7,2564,1088,712,160*EAC4","G8HIK,BUZZ_LORA1,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",246,12:00:05,52.353989,-1.081504," 11,165 ",1304,13.04,11.82,143,7,2.56,25.6,1088,712,160,,,
"$$KEW02,247,12:00:12,52.353439,-1.081320,11226,1858,145,7,2608,1126,712,170*5306","BUZZ_LORA1,G8HIK,G8KNN,G6GZH",247,12:00:12,52.353439,-1.08132," 11,226 ",1858,18.58,12.942,145,7,2.61,26.1,1126,712,170,,,
"$$KEW02,248,12:00:18,52.353088,-1.081129,11263,1477,150,7,2564,1165,712,180*81B2","G8HIK,BUZZ_LORA1,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",248,12:00:18,52.353088,-1.081129," 11,263 ",1477,14.77,12.922,150,7,2.56,25.6,1165,712,180,,,
"$$KEW02,249,12:00:25,52.352882,-1.081159,11270,906,152,7,2608,1205,712,190*0BA4","G8HIK,BUZZ_LORA1,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",249,12:00:25,52.352882,-1.081159," 11,270 ",906,9.06,12.972,152,7,2.61,26.1,1205,712,190,,,
"$$KEW02,250,12:00:31,52.352665,-1.081067,11280,941,164,6,2623,1239,712,200*22FE","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",250,12:00:31,52.352665,-1.081067," 11,280 ",941,9.41,12.246,164,6,2.62,26.2,1239,712,200,,,
"$$KEW02,251,12:00:38,52.352371,-1.080885,11298,941,164,7,2579,1273,712,210*260F","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",251,12:00:38,52.352371,-1.080885," 11,298 ",941,9.41,10.412,164,7,2.58,25.8,1273,712,210,,,
"$$KEW02,252,12:00:45,52.352047,-1.080798,11313,941,164,7,2525,1302,712,220*E369","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",252,12:00:45,52.352047,-1.080798," 11,313 ",941,9.41,9.34,164,7,2.52,25.2,1302,712,220,,,
"$$KEW02,253,12:00:51,52.351856,-1.080752,11330,941,164,7,2574,1335,712,230*E2E5","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",253,12:00:51,52.351856,-1.080752," 11,330 ",941,9.41,9.41,164,7,2.57,25.7,1335,712,230,,,
"$$KEW02,254,12:00:58,52.351559,-1.080601,11348,941,164,7,2579,1367,712,240*24FB","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",254,12:00:58,52.351559,-1.080601," 11,348 ",941,9.41,9.844,164,7,2.58,25.8,1367,712,240,,,
"$$KEW02,255,12:01:04,52.351322,-1.080388,11372,1158,157,7,2603,1403,712,250*01D1","G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",255,12:01:04,52.351322,-1.080388," 11,372 ",1158,11.58,10.258,157,7,2.6,26,1403,712,250,,,
"$$KEW02,256,12:01:11,52.350967,-1.080204,11398,1148,160,6,2628,1446,712,260*ED7C","G8HIK,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",256,12:01:11,52.350967,-1.080204," 11,398 ",1148,11.48,10.754,160,6,2.63,26.3,1446,712,260,,,
"$$KEW02,257,12:01:17,52.350658,-1.079978,11420,1189,153,7,2569,1489,712,270*BD14","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",257,12:01:17,52.350658,-1.079978," 11,420 ",1189,11.89,10.696,153,7,2.57,25.7,1489,712,270,,,
"$$KEW02,258,12:01:24,52.350479,-1.079764,11413,912,153,7,2598,1529,712,280*17A3","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",258,12:01:24,52.350479,-1.079764," 11,413 ",912,9.12,10.41,153,7,2.6,26,1529,712,280,,,
"$$KEW02,259,12:01:30,52.350292,-1.079735,11427,798,171,6,2525,1568,712,290*E80D","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",259,12:01:30,52.350292,-1.079735," 11,427 ",798,7.98,9.69,171,6,2.52,25.2,1568,712,290,,,
"$$KEW02,260,12:01:37,52.350086,-1.079527,11440,798,171,6,2559,1600,712,300*8FC1","G8HIK,BUZZ_LORA1,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",260,12:01:37,52.350086,-1.079527," 11,440 ",798,7.98,8.99,171,6,2.56,25.6,1600,712,300,,,
"$$KEW02,261,12:02:01,52.349392,-1.079161,11504,0,0,7,2583,12,713,0*3C0F","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",261,12:02:01,52.349392,-1.079161," 11,504 ",0,7.98,8.208,0,7,2.58,25.8,12,713,0,,,
"$$KEW02,262,12:02:32,52.349392,-1.079161,11504,0,0,0,2564,66,713,10*5A4E","G8HIK,PE2BZ-preamp,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",262,12:02:32,52.349392,-1.079161," 11,504 ",0,7.98,9.138,0,0,2.56,25.6,66,713,10,,,
"$$KEW02,263,12:03:01,52.346901,-1.075818,11628,1377,141,7,2539,112,713,20*DFE8","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",263,12:03:01,52.346901,-1.075818," 11,628 ",1377,13.77,10.728,141,7,2.54,25.4,112,713,20,,,
"$$KEW02,264,12:03:28,52.346012,-1.073608,11659,1593,88,6,2544,153,713,30*999B","BUZZ_LORA1,G8HIK,G7PMO_PiRx,G8KNN,g8fjg-5pi",264,12:03:28,52.346012,-1.073608," 11,659 ",1593,15.93,11.562,88,6,2.54,25.4,153,713,30,,,
"$$KEW02,265,12:04:01,52.346218,-1.070903,11476,1215,99,6,2579,195,713,40*5CCF","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",265,12:04:01,52.346218,-1.070903," 11,476 ",1215,12.15,11.694,99,6,2.58,25.8,195,713,40,,,
"$$KEW02,266,12:04:28,52.345154,-1.069658,11408,864,115,6,2583,238,713,50*721C","G8HIK,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",266,12:04:28,52.345154,-1.069658," 11,408 ",864,8.64,12.178,115,6,2.58,25.8,238,713,50,,,
"$$KEW02,267,12:04:55,52.343315,-1.069401,11557,1040,121,6,2598,277,713,60*74E9","G8HIK,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",267,12:04:55,52.343315,-1.069401," 11,557 ",1040,10.4,11.448,121,6,2.6,26,277,713,60,,,
"$$KEW02,268,12:05:31,52.341064,-1.068852,11691,1012,145,7,2549,315,713,70*3C98","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",268,12:05:31,52.341064,-1.068852," 11,691 ",1012,10.12,11.06,145,7,2.55,25.5,315,713,70,,,
"$$KEW02,269,12:06:01,52.339306,-1.067659,11738,1399,155,7,2525,355,713,80*9CBB","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",269,12:06:01,52.339306,-1.067659," 11,738 ",1399,13.99,11.366,155,7,2.52,25.2,355,713,80,,,
"$$KEW02,270,12:06:31,52.337395,-1.066771,11834,1368,153,6,2529,395,713,90*B087","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",270,12:06:31,52.337395,-1.066771," 11,834 ",1368,13.68,14.936,153,6,2.53,25.3,395,713,90,,,
"$$KEW02,271,12:07:01,52.382919,-0.982913,-60,2649,10,7,2500,434,713,100*9FA7","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",271,12:07:01,52.382919,-0.982913,-60 ,2649,26.49,20.568,10,7,2.5,25,434,713,100,,,
"$$KEW02,272,12:07:31,52.386730,-0.978989,-624,3856,30,8,2554,477,713,110*BEF4","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",272,12:07:31,52.38673,-0.978989,-624 ,3856,38.56,26.256,30,8,2.55,25.5,477,713,110,,,
"$$KEW02,273,12:08:22,52.394207,-0.973481,-1773,0,0,8,2559,8,714,0*4EE3","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",273,12:08:22,52.394207,-0.973481,"-1,773 ",0,38.56,31.17,0,8,2.56,25.6,8,714,0,,,
"$$KEW02,274,12:08:53,52.394207,-0.973481,-1773,0,0,0,2534,59,714,10*8499","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",274,12:08:53,52.394207,-0.973481,"-1,773 ",0,38.56,36.146,0,0,2.53,25.3,59,714,10,,,
"$$KEW02,275,12:09:23,52.394207,-0.973481,-1773,0,0,0,2500,114,714,20*A308","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",275,12:09:23,52.394207,-0.973481,"-1,773 ",0,38.56,38.56,0,0,2.5,25,114,714,20,,,
"$$KEW02,276,12:09:53,52.394207,-0.973481,-1773,0,0,0,2495,171,714,30*6F6F","PE1ANS-L,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",276,12:09:53,52.394207,-0.973481,"-1,773 ",0,38.56,38.56,0,0,2.5,25,171,714,30,,,
"$$KEW02,277,12:10:23,52.327137,-1.058777,12865,0,0,6,2574,226,714,40*ECC8","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",277,12:10:23,52.327137,-1.058777," 12,865 ",0,38.56,33.668,0,6,2.57,25.7,226,714,40,,,
"$$KEW02,278,12:10:53,52.326145,-1.056643,12983,1410,136,7,2574,267,714,50*6D74","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",278,12:10:53,52.326145,-1.056643," 12,983 ",1410,14.1,28.27,136,7,2.57,25.7,267,714,50,,,
"$$KEW02,279,12:11:22,52.325211,-1.054384,13051,1157,128,7,2579,312,714,60*D657","G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",279,12:11:22,52.325211,-1.054384," 13,051 ",1157,11.57,23.472,128,7,2.58,25.8,312,714,60,,,
"$$KEW02,280,12:11:52,52.324772,-1.051783,13151,1457,93,7,2682,353,714,70*96FC","PE1ANS-L,G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",280,12:11:52,52.324772,-1.051783," 13,151 ",1457,14.57,19.238,93,7,2.68,26.8,353,714,70,,,
"$$KEW02,281,12:12:22,52.324150,-1.048440,13305,1739,118,7,2588,393,714,80*BD92","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",281,12:12:22,52.32415,-1.04844," 13,305 ",1739,17.39,15.192,118,7,2.59,25.9,393,714,80,,,
"$$KEW02,282,12:12:52,52.322037,-1.045770,13312,1833,121,7,2588,435,714,90*1464","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",282,12:12:52,52.322037,-1.04577," 13,312 ",1833,18.33,16.722,121,7,2.59,25.9,435,714,90,,,
"$$KEW02,283,12:13:34,52.319290,-1.041543,13382,2175,137,7,2598,9,715,0*5A01","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,g8fjg-5pi",283,12:13:34,52.31929,-1.041543," 13,382 ",2175,21.75,18.294,137,7,2.6,26,9,715,0,,,
"$$KEW02,284,12:13:41,52.318836,-1.040867,13404,1943,138,7,2623,50,715,10*1439","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",284,12:13:41,52.318836,-1.040867," 13,404 ",1943,19.43,19.266,138,7,2.62,26.2,50,715,10,,,
"$$KEW02,285,12:13:48,52.318401,-1.040203,13427,1943,138,7,2603,86,715,20*E002","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G6GZH,g8fjg-5pi",285,12:13:48,52.318401,-1.040203," 13,427 ",1943,19.43,20.01,138,7,2.6,26,86,715,20,,,
"$$KEW02,286,12:13:55,52.317974,-1.039547,13444,2111,130,7,2608,125,715,30*52D0","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",286,12:13:55,52.317974,-1.039547," 13,444 ",2111,21.11,19.98,130,7,2.61,26.1,125,715,30,,,
"$$KEW02,287,12:14:01,52.317608,-1.038970,13458,1818,134,9,2588,168,715,40*96E6","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",287,12:14:01,52.317608,-1.03897," 13,458 ",1818,18.18,19.266,134,9,2.59,25.9,168,715,40,,,
"$$KEW02,288,12:14:08,52.317177,-1.038349,13477,1818,134,14,2608,212,715,50*4CA9","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",288,12:14:08,52.317177,-1.038349," 13,477 ",1818,18.18,19.016,134,14,2.61,26.1,212,715,50,,,
"$$KEW02,289,12:14:14,52.316792,-1.037830,13492,1818,134,14,2583,256,715,60*FF24","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",289,12:14:14,52.316792,-1.03783," 13,492 ",1818,18.18,18.766,134,14,2.58,25.8,256,715,60,,,
"$$KEW02,290,12:14:21,52.316353,-1.037212,13509,1818,134,15,2598,298,715,70*234C","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",290,12:14:21,52.316353,-1.037212," 13,509 ",1818,18.18,18.326,134,15,2.6,26,298,715,70,,,
"$$KEW02,291,12:14:27,52.315983,-1.036722,13525,1891,143,15,2618,338,715,80*2DB6","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",291,12:14:27,52.315983,-1.036722," 13,525 ",1891,18.91,18.316,143,15,2.62,26.2,338,715,80,,,
"$$KEW02,292,12:14:34,52.315552,-1.036161,13542,1813,133,16,2628,378,715,90*7BFD","G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",292,12:14:34,52.315552,-1.036161," 13,542 ",1813,18.13,17.368,133,16,2.63,26.3,378,715,90,,,
"$$KEW02,293,12:14:40,52.315166,-1.035751,13554,1344,149,16,2618,417,715,100*9C18","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",293,12:14:40,52.315166,-1.035751," 13,554 ",1344,13.44,17.082,149,16,2.62,26.2,417,715,100,,,
"$$KEW02,294,12:14:47,52.314716,-1.035248,13574,1675,135,17,2608,460,715,110*1000","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",294,12:14:47,52.314716,-1.035248," 13,574 ",1675,16.75,16.82,135,17,2.61,26.1,460,715,110,,,
"$$KEW02,295,12:14:54,52.314278,-1.034785,13592,1687,145,17,2608,499,715,120*9620","G8HIK,BUZZ_LORA1,G6GVI_LoRa,M0XBC_LoRa,G7PMO_PiRx,G6GZH,g8fjg-5pi,G8KNN",295,12:14:54,52.314278,-1.034785," 13,592 ",1687,16.87,16.412,145,17,2.61,26.1,499,715,120,,,
"$$KEW02,296,12:15:00,52.313911,-1.034373,13609,1687,145,17,2569,536,715,130*7332","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,PE2BZ-preamp,G7PMO_PiRx,G6GZH,g8fjg-5pi",296,12:15:00,52.313911,-1.034373," 13,609 ",1687,16.87,16.16,145,17,2.57,25.7,536,715,130,,,
"$$KEW02,297,12:15:07,52.313488,-1.033779,13627,1687,145,17,2598,570,715,140*6CA3","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi,M0XBC_LoRa",297,12:15:07,52.313488,-1.033779," 13,627 ",1687,16.87,16.846,145,17,2.6,26,570,715,140,,,
"$$KEW02,298,12:15:13,52.313122,-1.033216,13643,1687,145,17,2559,607,715,150*976F","BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",298,12:15:13,52.313122,-1.033216," 13,643 ",1687,16.87,16.87,145,17,2.56,25.6,607,715,150,,,
"$$KEW02,299,12:15:20,52.312679,-1.032461,13661,1687,145,17,2603,645,715,160*0AA3","G8HIK,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",299,12:15:20,52.312679,-1.032461," 13,661 ",1687,16.87,17.168,145,17,2.6,26,645,715,160,,,
"$$KEW02,300,12:15:26,52.312309,-1.031823,13661,1836,133,17,2588,680,715,170*F74E","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",300,12:15:26,52.312309,-1.031823," 13,661 ",1836,18.36,17.926,133,17,2.59,25.9,680,715,170,,,
"$$KEW02,301,12:15:32,52.311954,-1.031135,13661,2066,128,17,2588,715,715,180*DAFD","G8HIK,PE2BZ-preamp,G6GVI_LoRa,G8KNN,BUZZ_LORA1,G7PMO_PiRx,G6GZH,g8fjg-5pi",301,12:15:32,52.311954,-1.031135," 13,661 ",2066,20.66,19.174,128,17,2.59,25.9,715,715,180,,,
"$$KEW02,302,12:15:40,52.311497,-1.030151,13715,2311,124,17,2603,754,715,190*66C8","G8HIK,BUZZ_LORA1,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",302,12:15:40,52.311497,-1.030151," 13,715 ",2311,23.11,20.422,124,17,2.6,26,754,715,190,,,
"$$KEW02,303,12:15:46,52.311146,-1.029375,13731,2311,124,20,2583,787,715,200*1B10","G8HIK,G6GVI_LoRa,G8KNN,G7PMO_PiRx,G6GZH,g8fjg-5pi",303,12:15:46,52.311146,-1.029375," 13,731 ",2311,23.11,21.67,124,20,2.58,25.8,787,715,200,,,
